"ID";"Type";"Name";"Documentation";"Source";"Target";"Specialization"
"id-024b88bc66d64c7ebe1df08b1f5c5a46";"RealizationRelationship";"";"";"id-185aa93fbd55485d8682022ba067609d";"id-37366";""
"id-0392831911444a7ea25a449d95757756";"RealizationRelationship";"";"";"id-37357";"id-28635";""
"id-06a6a57a756843a68d09e1356fd72bfe";"RealizationRelationship";"";"";"id-fb1dcaad54144a9fa58b72d1043198cb";"id-37351";""
"id-09fbfe68b4ea42a48e20161be33e8938";"RealizationRelationship";"";"";"id-37351";"id-28635";""
"id-0ae0c9b8ca5e4a9ebf08c640929e6d01";"RealizationRelationship";"";"";"id-f7b791ac7daa4926a8c9d1b1a1947a94";"id-06308939466e4710a3ee5be4708f8b43";""
"id-0e7185606b754e819aca5654a9c0ed30";"RealizationRelationship";"";"";"id-27922";"id-37369";""
"id-1578d13754e44b7ab7ed962ebb6821f1";"RealizationRelationship";"";"";"id-185aa93fbd55485d8682022ba067609d";"id-37368";""
"id-1764c672da49478b9ed93ee22aa0296d";"RealizationRelationship";"";"";"id-d3a51b2dbc464391b29acebefaa5b212";"id-27463";""
"id-1856770dd32b409cb7771e83dd1236eb";"RealizationRelationship";"";"";"id-37352";"id-28634";""
"id-1c61b772675045858361863ec662a01d";"RealizationRelationship";"";"";"id-c72dde45c9ae417cbfa8cf9ae7781276";"id-37351";""
"id-270f6a6a11b1430281d85f968d5c5139";"RealizationRelationship";"";"";"id-27922";"id-37368";""
"id-27781";"RealizationRelationship";"";"";"id-27463";"id-27775";""
"id-29629";"RealizationRelationship";"";"";"id-29631";"id-29630";""
"id-2a90e4c159614c8da509119040368417";"RealizationRelationship";"";"";"id-185aa93fbd55485d8682022ba067609d";"id-37373";""
"id-2f094836598c492abc0ce91d31ff72e7";"RealizationRelationship";"";"";"id-1a2e7fcb12cb4e269421f615094a1657";"id-37368";""
"id-2fcc820ae6084f6c8c434f21e3761202";"RealizationRelationship";"";"";"id-fcd3e6c73fd44ca195e273f4a491f50c";"id-37351";""
"id-34030e0ce53f436bb9be02cc5446bf58";"RealizationRelationship";"";"";"id-88756c9d34004996ba68173b7beffeeb";"id-06308939466e4710a3ee5be4708f8b43";""
"id-35867";"RealizationRelationship";"";"";"id-30180";"id-28640";""
"id-35868";"RealizationRelationship";"";"";"id-30180";"id-37364";""
"id-35869";"RealizationRelationship";"";"";"id-30180";"id-28646";""
"id-35870";"RealizationRelationship";"";"";"id-30185";"id-28637";""
"id-35871";"RealizationRelationship";"";"";"id-30185";"id-28640";""
"id-35872";"RealizationRelationship";"";"";"id-30185";"id-37367";""
"id-35873";"RealizationRelationship";"";"";"id-30187";"id-37375";""
"id-35874";"RealizationRelationship";"";"";"id-30187";"id-37370";""
"id-35875";"RealizationRelationship";"";"";"id-37350";"id-28637";""
"id-35876";"RealizationRelationship";"";"";"id-37350";"id-37364";""
"id-35877";"RealizationRelationship";"";"";"id-37350";"id-28646";""
"id-35878";"RealizationRelationship";"";"";"id-37352";"id-37373";""
"id-35879";"RealizationRelationship";"";"";"id-37352";"id-37374";""
"id-35880";"RealizationRelationship";"";"";"id-37352";"id-37364";""
"id-35881";"RealizationRelationship";"";"";"id-37353";"id-28637";""
"id-35882";"RealizationRelationship";"";"";"id-37353";"id-37364";""
"id-35883";"RealizationRelationship";"";"";"id-37353";"id-37367";""
"id-35884";"RealizationRelationship";"";"";"id-37357";"id-37373";""
"id-35885";"RealizationRelationship";"";"";"id-37357";"id-28636";""
"id-35886";"RealizationRelationship";"";"";"id-37357";"id-37365";""
"id-35890";"RealizationRelationship";"";"";"id-37351";"id-37374";""
"id-35891";"RealizationRelationship";"";"";"id-37351";"id-37364";""
"id-35892";"RealizationRelationship";"";"";"id-37358";"id-37366";""
"id-35894";"RealizationRelationship";"";"";"id-37358";"id-37372";""
"id-35895";"RealizationRelationship";"";"";"id-37354";"id-37371";""
"id-35896";"RealizationRelationship";"";"";"id-37355";"id-37375";""
"id-35897";"RealizationRelationship";"";"";"id-37355";"id-28636";""
"id-35898";"RealizationRelationship";"";"";"id-37355";"id-37372";""
"id-35899";"RealizationRelationship";"";"";"id-37359";"id-37373";""
"id-35900";"RealizationRelationship";"";"";"id-37359";"id-28634";""
"id-35901";"RealizationRelationship";"";"";"id-37359";"id-37364";""
"id-35909";"RealizationRelationship";"";"";"id-27794";"id-28637";""
"id-35910";"RealizationRelationship";"";"";"id-27794";"id-28639";""
"id-35911";"RealizationRelationship";"";"";"id-27794";"id-28646";""
"id-35912";"RealizationRelationship";"";"";"id-27809";"id-37373";""
"id-35913";"RealizationRelationship";"";"";"id-27809";"id-37368";""
"id-35914";"RealizationRelationship";"";"";"id-27809";"id-28637";""
"id-35915";"RealizationRelationship";"";"";"id-27809";"id-28639";""
"id-36a2504304ae47f3b47d381106263434";"RealizationRelationship";"";"";"id-26075e94bc3a45e5bd94f82ff94cb3df";"id-37357";""
"id-39abc541b9604c6ba1e66456c9841949";"RealizationRelationship";"";"";"id-b387d9f7f51a4141976be4c9149c0d7b";"id-37351";""
"id-3aeb6ece7ebd421b951ea3e0a202b175";"RealizationRelationship";"";"";"id-37355";"id-28649";""
"id-3cc3820a3459412981b25306659a4b13";"RealizationRelationship";"";"";"id-71b8e0371ba34570ae9cda01963b50f3";"id-37355";""
"id-3d463969e6de46a0aa5eaaa709730865";"RealizationRelationship";"";"";"id-27922";"id-37365";""
"id-3e01b3f0fc1a4c4c8242d0fe2fa46a0f";"RealizationRelationship";"";"";"id-11d72df663ce4225be42f400e0ca49da";"id-06308939466e4710a3ee5be4708f8b43";""
"id-3e532807e4914c21bc1346788dbfd4a6";"RealizationRelationship";"";"";"id-185aa93fbd55485d8682022ba067609d";"id-37369";""
"id-42f93daf99dd48f7be4506d7b3f84079";"RealizationRelationship";"";"";"id-185aa93fbd55485d8682022ba067609d";"id-37374";""
"id-4b97a435cdf94a3193e94e33b16ebe05";"RealizationRelationship";"";"";"id-37359";"id-28637";""
"id-4dd2dccdc12743be97fd1b6f7d60d36d";"RealizationRelationship";"";"";"id-1a2e7fcb12cb4e269421f615094a1657";"id-28635";""
"id-50f16181d14042c7af7e005e62030877";"RealizationRelationship";"";"";"id-185aa93fbd55485d8682022ba067609d";"id-28646";""
"id-50f3e8a32b8c48029064fa54bbdd539e";"RealizationRelationship";"";"";"id-37358";"id-37374";""
"id-526a3bdac7ed4c86a602ae5637b6b122";"RealizationRelationship";"";"";"id-57294b05b026417d94a2e17ce25a1aeb";"id-37351";""
"id-53e6ccd016c8481a88c68bc21f18ded9";"RealizationRelationship";"";"";"id-30187";"id-28635";""
"id-54caae3318cb4d3794400e7f15483ce3";"RealizationRelationship";"";"";"id-37355";"id-28635";""
"id-5f487379a9f543f19d7ba4f736e69314";"RealizationRelationship";"";"";"id-b34b50ffce4d4f34bb38e1eecd72451f";"id-37351";""
"id-5fadc0211d6c498eaf0924b2b61a5273";"RealizationRelationship";"";"";"id-30187";"id-28649";""
"id-5ffc339ad1a34fd8b2ab69014700ed8e";"RealizationRelationship";"";"";"id-37351";"id-37375";""
"id-60c40941db954c01829cdd833785677b";"RealizationRelationship";"";"";"id-1890efdaadbb4f94881cd3adea40f55e";"id-37351";""
"id-6a3dd41d638f46b3b96fbdf9bb120dd9";"RealizationRelationship";"";"";"id-52039c5844964e82947a6851cd80901c";"id-06308939466e4710a3ee5be4708f8b43";""
"id-6cda089928754ce1a8e3770f2ff9376d";"RealizationRelationship";"";"";"id-77695a81dc7049f3b4305589b898922b";"id-37351";""
"id-6e467ee6db7a4b218912aae6100f7ff1";"RealizationRelationship";"";"";"id-3fb78bf04b66463f95f8b7f063ef58e7";"id-06308939466e4710a3ee5be4708f8b43";""
"id-6f4f243838534206949649b5b7625f9d";"RealizationRelationship";"";"";"id-37359";"id-28635";""
"id-70e0c61acc844eaeaa1a37817cc0a757";"RealizationRelationship";"";"";"id-37351";"id-28634";""
"id-7167b6c730304c12aa561cbdeb43bed6";"RealizationRelationship";"";"";"id-b2d9cccd5ef34cab98351fe097267da6";"id-37355";""
"id-7362e6405981459a807e4d11c67adbe4";"RealizationRelationship";"";"";"id-83859412ff8349c99d5a8b08a8882444";"id-30180";""
"id-7d15195da6c6460e8186a9624d139584";"RealizationRelationship";"";"";"id-37354";"id-28634";""
"id-82eb622ba2754225be2096555c8186cd";"RealizationRelationship";"";"";"id-27922";"id-28646";""
"id-93c0aef305684a38846525bca8b5504e";"RealizationRelationship";"";"";"id-aef6522ea9cc44cd9303787b113ca5cf";"id-37351";""
"id-9592038b7b1f43eebe3677589d7c398b";"RealizationRelationship";"";"";"id-1a2e7fcb12cb4e269421f615094a1657";"id-37369";""
"id-95a37eac3e4c4b85ae4a3e93873d6145";"RealizationRelationship";"";"";"id-de38cad5d09f4f5fac0db85b613692c6";"id-37351";""
"id-9825e9f15f274b839e22006a3b14e33d";"RealizationRelationship";"";"";"id-c0272d979f36400e90a84ee41cc6115a";"id-37351";""
"id-9da899790cbb4e1d9938e672ff03429d";"RealizationRelationship";"";"";"id-e0b7dec8ff264328bc9f4dbd5278ff97";"id-37351";""
"id-a52effd1c6f740fda1e137c7e5cd4a9e";"RealizationRelationship";"";"";"id-3ce47667b4384c1fbe5aca987909db83";"id-37355";""
"id-a79d0d5dd1b64191ab5fa07da7d42978";"RealizationRelationship";"";"";"id-511fba2f031e442fb2aad7f5a5ba8ea5";"id-30187";""
"id-ad392b985fa343f1b557d0074eba6f10";"RealizationRelationship";"";"";"id-37351";"id-28649";""
"id-af2aa7e35ba04d7395d933d7b603f520";"RealizationRelationship";"";"";"id-511fba2f031e442fb2aad7f5a5ba8ea5";"id-185aa93fbd55485d8682022ba067609d";""
"id-b7fa4fa429b447388d51fff1acf169d5";"RealizationRelationship";"";"";"id-151b2ada34ee47208197653ae3934cf0";"id-37357";""
"id-bdc96ab8708e4d829ffb092259cc6cea";"RealizationRelationship";"";"";"id-185aa93fbd55485d8682022ba067609d";"id-37364";""
"id-be0b634f43d148e9a1e8786e34774084";"RealizationRelationship";"";"";"id-37359";"id-28646";""
"id-c4d2971a9761417bb3175a0901477d39";"RealizationRelationship";"";"";"id-fb829492a6bb42ef9aa3c381d663abfa";"id-37351";""
"id-c5a4cd0ec67f4308ad4a96690d7d5cb5";"RealizationRelationship";"";"";"id-30180";"id-28639";""
"id-c5e7d8c492e5492899e4d6195d265336";"RealizationRelationship";"";"";"id-185aa93fbd55485d8682022ba067609d";"id-28649";""
"id-c63d25a9148941fd9d336e9cc688d3b8";"RealizationRelationship";"";"";"id-185aa93fbd55485d8682022ba067609d";"id-37370";""
"id-c84f8d09210441be8c8ac7cb98d03a0d";"RealizationRelationship";"";"";"id-30185";"id-28639";""
"id-cbbaa90538944529bedd787ad8b84ca3";"RealizationRelationship";"";"";"id-3bd2ac77dfb5476fa4a0e1922834efaa";"id-185aa93fbd55485d8682022ba067609d";""
"id-cc594fc6ad604f2d97d5f4c7c393743c";"RealizationRelationship";"";"";"id-aed1f376194f4247921b812b4103a0b0";"id-37352";""
"id-cd0413a49e4442508c9cdf82cb21cadc";"RealizationRelationship";"";"";"id-1ba9c2b219444e7395a8583cad63b22e";"id-37351";""
"id-d8542e43203a4286af2345d325d90900";"RealizationRelationship";"";"";"id-27794";"id-28649";""
"id-db1c12fb54664cd097cc0a4ec7c0ebfe";"RealizationRelationship";"";"";"id-24b04309e2e84107a25391fa584d8f00";"id-37353";""
"id-e1d1e00a2038451495215daa28b104df";"RealizationRelationship";"";"";"id-1a2e7fcb12cb4e269421f615094a1657";"id-37365";""
"id-e8375378ed3d47258ab7de337b333061";"RealizationRelationship";"";"";"id-185aa93fbd55485d8682022ba067609d";"id-37372";""
"id-edfb6242a6d447dcbde1a7bf3cae595a";"RealizationRelationship";"";"";"id-9c36647a4aba40bb9c9b219f8c4e81e8";"id-37351";""
"id-f19688a291d846e598a1279536dd64dd";"RealizationRelationship";"";"";"id-6239269a742e42d99db5fe7ae4cbe24f";"id-37351";""
"id-fce2eb9670f54f5480532beccd5f6378";"RealizationRelationship";"";"";"id-83859412ff8349c99d5a8b08a8882444";"id-185aa93fbd55485d8682022ba067609d";""
"id-fe8407f7aed24d349a8daf80465c5e47";"RealizationRelationship";"";"";"id-1aa55fb9beb44767ab9e63d2db0bca20";"id-37355";""
"id-ff8d97b51d5d4d1f9bd6d7b129fcc641";"RealizationRelationship";"";"";"id-37351";"id-37372";""
"id-18838c8732a142ee8e1b0eb4c67e59b1";"RealizationRelationship";"";"";"id-869f6e85cc844f50acb627bfc1d3a8cb";"id-37351";""
"id-9246864999e441b1acc482f07bf6ce25";"RealizationRelationship";"";"";"id-4a042c29ea1449a092b97a4242d46d33";"id-37351";""
"id-49f83ca37c3d46208f5dc32ce65a3f25";"RealizationRelationship";"";"";"id-200b8500b78348f7a5c90d29a6e83c9d";"id-37355";""
"id-f406eb08e4764fa4a53836977d99a522";"RealizationRelationship";"";"";"id-ea6fb962571e4e359ae999c80ed2911b";"id-37355";""
"id-bbc375dcfa484c0d8725bcb426c6c21c";"RealizationRelationship";"";"";"id-f470de2b314240338bbe820667adfcc1";"id-37355";""
"id-13a543c9ac804b369ccecbf397075919";"RealizationRelationship";"";"";"id-560fc8dfa6cd44bf91b50539fba0b6b1";"id-37355";""
"id-b63cdee386ab4d808c7130524494a8c3";"RealizationRelationship";"";"";"id-609a60cf87984a5dbf95f3014ffaabe4";"id-37355";""
"id-8354ffcf47bd464f86e86968e16f0ce0";"RealizationRelationship";"";"";"id-355a4933f05343eb9126cbbe186dc491";"id-37355";""
"id-bd23a985500b4b98802f2e84385aae6a";"RealizationRelationship";"";"";"id-28d5af919d424884a8036ce96f1a2dc6";"id-37355";""
"id-09799db3b3bf4c82b9e63c47b2b7518e";"RealizationRelationship";"";"";"id-e217da93488d40ee9bb645eb8c4f7a4a";"id-37355";""
"id-6ad7c98ceb124bb99103657688f2093f";"RealizationRelationship";"";"";"id-1be09f00bdec4042be71475bac513aaf";"id-37352";""
"id-7afd8aea2fb64edf807ae27fafba37c8";"RealizationRelationship";"";"";"id-4bd3c4de811b45ef8f2ec2008fb18bb5";"id-37352";""
"id-e71319ee33424b5f987fcf0010d43416";"RealizationRelationship";"";"";"id-1dc60d35935e42b1852fb9b0ba0eabe0";"id-37352";""
"id-92f0ad2cd4bc4275a9eb6d2527cfff5c";"RealizationRelationship";"";"";"id-1890efdaadbb4f94881cd3adea40f55e";"id-37352";""
"id-10acf1f330444ce792f228d2c13b48f8";"RealizationRelationship";"";"";"id-afcce245fdf54a238929116287e8713a";"id-37352";""
"id-42a2ea85e9bc42da997ba14e02d4f049";"RealizationRelationship";"";"";"id-119261f09dac4aa8b904e031397ece7d";"id-37352";""
"id-676325ea724843a4909b41b9140cf02b";"RealizationRelationship";"";"";"id-bc835a786a114cfbaa696359c0c5a830";"id-37358";""
"id-564c545793134dae89460fd8eea0721b";"RealizationRelationship";"";"";"id-1d3c929087384744a4e3085855f62e70";"id-37358";""
"id-03e7573c898f4de683187894a904d443";"RealizationRelationship";"";"";"id-25b0530c716d41649380e8103fc59d9d";"id-37358";""
"id-b5f56e7ba745479086118b1e8d6ef2b9";"RealizationRelationship";"";"";"id-dcbde17d87504c25b30cf4ed152768c6";"id-37358";""
"id-1b2ae6ba103e4cfaad48ec9f4ca6b858";"RealizationRelationship";"";"";"id-5875803221af426f80620d07daabe855";"id-37358";""
"id-65a4dac224704dc3b96e3b062993881d";"RealizationRelationship";"";"";"id-c4c21f1f1db44c49ae09d884fee203aa";"id-37358";""
"id-b0c738ea6ad34850a645693f7a0e1204";"RealizationRelationship";"";"";"id-1c7946d0e0fd4f679570f107ee58938e";"id-37358";""
"id-8cde6f6a51934fa1a02298e9c2530e22";"RealizationRelationship";"";"";"id-1c7946d0e0fd4f679570f107ee58938e";"id-30180";""
"id-1daf01ac0d9e46869d31ce5dfe48a3db";"RealizationRelationship";"";"";"id-02e3453a5c3c41598539dbdcc54df833";"id-37358";""
"id-96d5d3b898aa4ec5aa16ee3eed01c18a";"RealizationRelationship";"";"";"id-c1a3401ae62b43909145f19a35aed9ef";"id-37354";""
"id-225cc0e459ba41abaa2c40fae558d24f";"RealizationRelationship";"";"";"id-975aa346a3da4ad393b24cae20b30160";"id-37354";""
"id-018e1c000dc047b9bcaa9e1fb94a8c88";"RealizationRelationship";"";"";"id-1c7946d0e0fd4f679570f107ee58938e";"id-37354";""
"id-e862070a1e2645e39b959398fcbb4270";"RealizationRelationship";"";"";"id-c568d140589d4ead9cd76c34d62d9523";"id-37354";""
"id-db665c3f45004f71af2b6eed3893f323";"RealizationRelationship";"";"";"id-38c3fd61e5714c9c8f45b5b0514c63f2";"id-37354";""
"id-ae953cf5fa084233b51bb297665df4bb";"RealizationRelationship";"";"";"id-71b8e0371ba34570ae9cda01963b50f3";"id-37354";""
"id-1ab23b61665a41b5ae1ae173032f374b";"RealizationRelationship";"";"";"id-c3d9cd541af74fb0a231562f974570d0";"id-30180";""
"id-1ff9380d9e0d414fac72158b97f37035";"RealizationRelationship";"";"";"id-028635c984794e51a1d3417497e8963e";"id-30180";""
"id-5f190e6f99d74cf489514f67460bd4c1";"RealizationRelationship";"";"";"id-bc835a786a114cfbaa696359c0c5a830";"id-30180";""
"id-599ce023887e40a39da7166e304b2b26";"RealizationRelationship";"";"";"id-d6334dd0222a49b7b63aae639582af7e";"id-30180";""
"id-34d9a64baadd4a2fa9dd551f83f6dcd2";"RealizationRelationship";"";"";"id-7dbcc119c06e48348a6271e29f37477c";"id-30180";""
"id-696fb5bc859541f0980017bd42c532d0";"RealizationRelationship";"";"";"id-a4558b4062b9462fa5bec72719c26e62";"id-30180";""
"id-965598e7c03e463a83d8ac395bcbd778";"RealizationRelationship";"";"";"id-836447ef7eef45f88e3670ef06b955a5";"id-30180";""
"id-f1a3159a6d7b495da56cc338dfd6fcbf";"RealizationRelationship";"";"";"id-ebcec6c0cfda4092b4fac5e94076279f";"id-30180";""
"id-6aa29d6939de4a55b85b682e565d1ff6";"RealizationRelationship";"";"";"id-75c4386cc0fe47bb8e1c0f09bdb7b758";"id-30180";""
"id-b0cc2b71f7b744969b8b1f306dfdaaa1";"RealizationRelationship";"";"";"id-a82f5160e2a24dc5bbd7636306eedf4a";"id-30180";""
"id-6b468b391e5944da8e47e749ddf2d0aa";"RealizationRelationship";"";"";"id-a13c96b1831549e59cf8138c733117bd";"id-30180";""
"id-ee010ed86e6d4f9a8b6eb6517b021403";"RealizationRelationship";"";"";"id-0411dadff7694a9eaec5db3b162c4236";"id-30180";""
"id-27777";"RealizationRelationship";"Realiseert";"";"id-27466";"id-27768";""
"id-27776";"RealizationRelationship";"Realiseert en concretiseert";"";"id-27773";"id-27466";""
"id-29632";"ServingRelationship";"";"";"id-29630";"id-29631";""
"id-29633";"ServingRelationship";"";"";"id-29630";"id-29634";""
"id-29635";"ServingRelationship";"";"";"id-29630";"id-29636";""
"id-5614007c859f41fb8b702b63fdf889c7";"TriggeringRelationship";"";"";"id-88756c9d34004996ba68173b7beffeeb";"id-11d72df663ce4225be42f400e0ca49da";""
"id-849829c44c6b4274912c98654285a656";"TriggeringRelationship";"";"";"id-f7b791ac7daa4926a8c9d1b1a1947a94";"id-52039c5844964e82947a6851cd80901c";""
"id-d112890bfdcd48118cf7eac5cd7e5e19";"TriggeringRelationship";"";"";"id-3fb78bf04b66463f95f8b7f063ef58e7";"id-f7b791ac7daa4926a8c9d1b1a1947a94";""
"id-db15ad63988b4957a6fe5037e74a7593";"TriggeringRelationship";"";"";"id-52039c5844964e82947a6851cd80901c";"id-88756c9d34004996ba68173b7beffeeb";""
"id-1992fd5a069744379df89eeef64ae437";"TriggeringRelationship";"PDCA Cyclus";"";"id-11d72df663ce4225be42f400e0ca49da";"id-3fb78bf04b66463f95f8b7f063ef58e7";""
